page,button_text,handler,target_route_or_api,status,button_type
frontend/src/App.jsx,{r.text}  { e.stopPropagation(); dismissReminder(r.id); }} > ×,r.action,(manual),MANUAL_REVIEW,button
frontend/src/App.jsx,"setSidebarOpen(false)} /> )}  {user &&  setSidebarOpen(false)} />}  {securityNotice && (  navigate(""/step-up"")}> {securityNotice.message}  { e.stopPropagation(); setSecurityNotice(null); }} > ×",(none),(manual),MANUAL_REVIEW,(default)
frontend/src/components/admin/AdminWorkflowOverride.jsx,"submit(""APPROVE"")} style={{ marginRight: 8 }} > Force Approve",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/admin/AdminWorkflowOverride.jsx,"submit(""REJECT"")} style={{ background: ""#dc2626"", color: ""white"" }} > Force Reject",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/AIChat.jsx,Send,send,(manual),MANUAL_REVIEW,button
frontend/src/components/AIChatWS.jsx,Ask AI,send,(manual),MANUAL_REVIEW,button
frontend/src/components/AppErrorBoundary.jsx,window.location.reload()}> Reload,(none),(manual),MANUAL_REVIEW,button
frontend/src/components/billing/BillingActions.jsx,"{alreadyApproved ? ""Insurance Approved"" : loading ? ""Submitting..."" : ""Request SHA Pre-Authorization""}",requestShaPreauth,(manual),MANUAL_REVIEW,button
frontend/src/components/Cards.jsx,{badge},onBadgeClick,(manual),MANUAL_REVIEW,button
frontend/src/components/FirstLoginTour.jsx,×,close,(manual),MANUAL_REVIEW,button
frontend/src/components/FirstLoginTour.jsx,Finish,close,(manual),MANUAL_REVIEW,button
frontend/src/components/FirstLoginTour.jsx,"navigate(ctaPath)} > {current.ctaLabel || ""Open""}",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/FirstLoginTour.jsx,"setIndex((v) => Math.max(0, v - 1))}> Back",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/FirstLoginTour.jsx,setIndex((v) => v + 1)}> Next,(none),(manual),MANUAL_REVIEW,button
frontend/src/components/FirstLoginTour.jsx,Skip Tour,close,(manual),MANUAL_REVIEW,button
frontend/src/components/FloatingAI.jsx,"window.open(ai.url, ""_blank"")} title={ai.name || ""NeuroEdge""} > {ai.name || ""NeuroEdge""} {ai.greeting || ""Ask AI""}",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/ModuleWorkspace.jsx,runAction(a)} > {a.label},(none),(manual),MANUAL_REVIEW,button
frontend/src/components/MpesaPayButton.jsx,"{loading ? ""Processing…"" : `Pay KES ${amount}`}",startPayment,(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,?,(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,(icon/no-text),onToggleSidebar,(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{ await safeTrigger(""OPEN_MESSAGES""); navigate(""/ai/chatbot""); }} >  Messages",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{ await safeTrigger(""OPEN_NOTIFICATIONS""); setNotifOpen((v) => !v); }} >  Alerts {unreadCount > 0 && (  {unreadCount > 99 ? ""99+"" : unreadCount}  )}",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{ await safeTrigger(""TOGGLE_THEME""); cycleTheme(); }} >  {theme === ""system"" ? ""System"" : theme === ""dark"" ? ""Dark"" : ""Light""}",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{ await triggerAction(""EMERGENCY_ALERT""); navigate(""/doctor/ward""); }} >  Emergency",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{ navigate(item.path); setSearch(""""); }} > {item.label} {item.path}",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{ setNotifOpen(false); navigate( canMachineOps ? ""/hospital-admin/machine-alerts"" : ""/notifications?category=INTEGRATION&read=UNREAD&q=machine"" ); }} > Machine Alerts",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{ setNotifOpen(false); navigate(""/hospital-admin/approvals?view=breached#pending""); }} > Open Breaches",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{ setNotifOpen(false); navigate(""/hospital-admin/approvals#sla""); }} > SLA Policies",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{ setNotifOpen(false); navigate(""/notifications""); }} > View All Notifications",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{ try { await markAllNotificationsRead(); setNotifItems((prev) => prev.map((n) => ({ ...n, read: true }))); } catch { // Keep current list if API mark-all fails. } }} > Mark all read",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{ try { if (n.read) { await markNotificationUnread(n._id); setNotifItems((prev) => prev.map((item) => item._id === n._id ? { ...item, read: false } : item ) ); } else { await markNotificationRead(n._id); setNotifItems((prev) => prev.map((item) => item._id === n._id ? { ...item, read: true } : item ) ); } } catch { // Keep existing state if mark call fails. } }} > {n.read ? ""Mark unread"" : ""Mark read""}",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{runningSla ? ""Scanning..."" : ""Scan Now""}",handleRunSlaScan,(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"{runningSla ? ""Scanning..."" : ""Scan SLA""}",handleRunSlaScan,(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"0 ? ""risk"" : ""ok""}`} title={ machineAlertCount > 0 ? `${machineAlertCount} unread machine/integration alerts` : ""No unread machine alerts"" } onClick={() => { setNotifOpen(false); navigate( canMachineOps ? ""/hospital-admin/machine-alerts"" : ""/notifications?category=INTEGRATION&read=UNREAD&q=machine"" ); }} > Machines {machineAlertCount || machineUnreadFromCurrent || 0}",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"navigate(""/doctor/schedule"")} >  Calendar",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"navigate(""/profile"")}> My Profile",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"navigate(""/profile"")}> Preferences",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"navigate(""/register"")}> Upgrade",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"navigate(""/reports"")}> About AfyaLink",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"navigate(homePath)} aria-label=""Home"" title=""Home"" >  Home",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"navigate(isGuest ? ""/guest"" : homePath)} > {logo ? (  ) : ( ""AfyaLink HCM"" )}",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"setNotifOpen(false)} aria-label=""Close notifications"" > ×",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"setProfileOpen((v) => !v)} > {user?.name?.[0] || ""U""}  {user?.name || ""User""} {user?.role || ""User""}",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"setProfileOpen(false)} aria-label=""Close profile menu"" > ×",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,"setSearch("""")} aria-label=""Clear search"" title=""Clear"" > Clear",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Navbar.jsx,Sign Out,logout,(manual),MANUAL_REVIEW,button
frontend/src/components/Notifications.jsx,"{ try { await markAllNotificationsRead(); setItems((prev) => prev.map((n) => ({ ...n, read: true }))); } catch { // Keep existing state on failure. } }} > Mark all read",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Notifications.jsx,"{ try { if (n._id && !n.read) { await markNotificationRead(n._id); } setItems((prev) => prev.map((item) => item._id === n._id ? { ...item, read: true } : item ) ); } catch { // No-op when mark read fails. } }} > {n.title} - {n.body || (n.meta && n.meta.test)}",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/pharmacy/PharmacyForm.jsx,Cancel,onCancel,(manual),MANUAL_REVIEW,button
frontend/src/components/pharmacy/PharmacyForm.jsx,onSave(form)}>Save,(none),(manual),MANUAL_REVIEW,button
frontend/src/components/pharmacy/PharmacyTable.jsx,"{ const q = prompt('Add stock (json): {""batchNumber"":""B1"",""expiryDate"":""2026-12-01"",""quantity"":10}'); if (!q) return; try { const payload = JSON.parse(q); onAddStock(it._id, payload); } catch (e){ alert('invalid json'); } }}>Add Stock",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/pharmacy/PharmacyTable.jsx,"{ const qty = prompt('Quantity to dispense'); if (!qty) return; onDispense(it._id, { quantity: Number(qty) }); }}>Dispense",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/pharmacy/PharmacyTable.jsx,onDelete(it._id)}>Delete,(none),(manual),MANUAL_REVIEW,button
frontend/src/components/pharmacy/PharmacyTable.jsx,onEdit(it)}>Edit,(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Sidebar.jsx,{ logout(); onClose?.(); }}>  Sign Out,(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Sidebar.jsx,{ logout(); onClose?.(); }}>  Sign Out,(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Sidebar.jsx,"{ navigate(""/guest""); onClose?.(); }} >  Demo Home",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Sidebar.jsx,"{ navigate(""/profile""); onClose?.(); }}>  Settings",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Sidebar.jsx,"{ navigate(""/profile""); onClose?.(); }}>  Settings",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Sidebar.jsx,"{ navigate(""/reports""); onClose?.(); }}>  Help",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Sidebar.jsx,"{ navigate(""/reports""); onClose?.(); }}>  Help",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Sidebar.jsx,{ navigate(to); onSelect?.(); }} >  {children},(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Sidebar.jsx,"setTheme(""dark"")} >  Dark",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Sidebar.jsx,"setTheme(""light"")} >  Light",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/Sidebar.jsx,"setTheme(""system"")} >  System",(none),(manual),MANUAL_REVIEW,button
frontend/src/components/VoiceRecorder.jsx,Start,start,(manual),MANUAL_REVIEW,button
frontend/src/components/VoiceRecorder.jsx,Stop,stop,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/AccessControl.jsx,Refresh,loadScope,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/AccessControl.jsx,Save Access Rules,onSave,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/AdminInsuranceActions.jsx,Approve Insurance,approve,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/AdminInsuranceActions.jsx,Reject Insurance,reject,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/AuditLogs.jsx,Export CSV,exportCSV,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/AuditLogs.jsx,Export Evidence Bundle,exportEvidenceBundle,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/AuditLogs.jsx,Filter,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/Beds.jsx,toggle(b)}> {b.occupied? 'Free' : 'Assign'},(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/ConnectorRetryPolicy.jsx,Save Policy,save,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/CRDTPatientEditor.jsx,Add Patient,addPatient,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/CRDTPatientEditor.jsx,Sync Now,sync,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/CreateAdmin.jsx,"{loading ? ""Creating..."" : ""Create Admin""}",(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/Admin/DLQEditor.jsx,Refresh,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/DLQEditor.jsx,saveAndRetry(selected.id)}>Save & Retry,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/DLQEditor.jsx,view(it.id)}>View/Edit,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/DLQInspectEdit.jsx,Refresh,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/DLQInspectEdit.jsx,Retry,retry,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/DLQInspectEdit.jsx,Save,save,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/DLQInspectEdit.jsx,view(it.id)}>View,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/DLQInspector.jsx,Refresh,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/DLQInspector.jsx,retry(it.id)}>Retry,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/Integrations.jsx,Save Connector,save,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/Integrations.jsx,test(l._id)}>Test REST,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/Integrations.jsx,testFhir(l._id)}>Test FHIR,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/MappingEditor.jsx,edit(m._id)}>Edit,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/MappingEditor.jsx,Save Mapping,save,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/NotificationsPage.jsx,"{ try { await markAllNotificationsRead(); setItems((prev) => prev.map((n) => ({ ...n, read: true }))); setMsg(""All notifications marked as read.""); } catch (e) { setMsg(e?.message || ""Failed to mark notifications as read""); } }} > Mark all read",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/NotificationsPage.jsx,"{ try { if (n.read) { await markNotificationUnread(n._id); setItems((prev) => prev.map((item) => item._id === n._id ? { ...item, read: false } : item ) ); } else { await markNotificationRead(n._id); setItems((prev) => prev.map((item) => item._id === n._id ? { ...item, read: true } : item ) ); } } catch (e) { setMsg(e?.message || ""Failed to update notification""); } }} > {n.read ? ""Mark unread"" : ""Mark read""}",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/OfflineOps.jsx,"{loading ? ""Refreshing..."" : ""Refresh""}",load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/OfflineOps.jsx,Apply,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/OfflineSync.jsx,Add Sample Local Item,addSample,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/OfflineSync.jsx,Refresh,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/OfflineSync.jsx,Sync Now,syncAll,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/PaymentSettings.jsx,Request OTP,requestOtp,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/PaymentSettings.jsx,Rotate Password,rotatePassword,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/PaymentSettings.jsx,Save Encrypted Settings,save,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/PaymentSettings.jsx,Verify & Reveal,verifyOtp,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/PrintCenter.jsx,Queue + Print,queueTestPrint,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/PrintCenter.jsx,Save Profile,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/Admin/PrintCenter.jsx,"togglePrinter(p, { enabled: !p.enabled })}> {p.enabled ? ""Disable"" : ""Enable""}",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/PrintCenter.jsx,"togglePrinter(p, { isDefault: true })}> Set Default",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/PrintCenter.jsx,"updateJob(j._id, ""FAILED"")}>Mark Failed",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/PrintCenter.jsx,"updateJob(j._id, ""PRINTED"")}>Mark Printed",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/PrintCenter.jsx,window.print()}>Print Current Page,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/RealTimeIntegrations.jsx,Send FHIR,sendFHIR,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/RealTimeIntegrations.jsx,Send HL7,sendHL7,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/Reports/index.jsx,Download CSV ({filtered.length}),downloadCSV,(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/TransactionsDashboard.jsx,fetchData(false)}>Apply,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Admin/TransactionsDashboard.jsx,fetchData(true)}>Export CSV,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/AI/Chatbot.jsx,"{loading ? ""Thinking..."" : ""Send""}",submit,(manual),MANUAL_REVIEW,button
frontend/src/pages/AI/NeuroEdgeExtract.jsx,"{loading ? ""Extracting..."" : ""Extract""}",run,(manual),MANUAL_REVIEW,button
frontend/src/pages/AI/Triage.jsx,"{loading ? ""Analyzing..."" : ""Run Triage""}",run,(manual),MANUAL_REVIEW,button
frontend/src/pages/AI/VoiceDictation.jsx,"{loading ? ""Transcribing..."" : ""Transcribe""}",run,(manual),MANUAL_REVIEW,button
frontend/src/pages/Appointments.jsx,"{patientsLoadingMore ? ""Loading..."" : ""Load more patients""}",loadMorePatients,(manual),MANUAL_REVIEW,button
frontend/src/pages/Appointments.jsx,cancelAppointment(a._id)} > Cancel,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Appointments.jsx,Schedule,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/Communication/Center.jsx,Bootstrap Default Channels,bootstrapDefaultChannels,(manual),MANUAL_REVIEW,button
frontend/src/pages/Communication/Center.jsx,"loadMessages(activeChannel, nextCursor, true)} > Load older",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Communication/Center.jsx,Send,send,(manual),MANUAL_REVIEW,button
frontend/src/pages/Communication/Center.jsx,setActiveChannel(ch._id)} > {ch.name},(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/CommunityHealthWorker/Dashboard.jsx,Capture GPS,captureGeo,(manual),MANUAL_REVIEW,button
frontend/src/pages/CommunityHealthWorker/Dashboard.jsx,Create Referral,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/CommunityHealthWorker/Dashboard.jsx,"navigate(""/communication"")}>Communication",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/CommunityHealthWorker/Dashboard.jsx,Save Child Growth,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/CommunityHealthWorker/Dashboard.jsx,Save Chronic Follow-up,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/CommunityHealthWorker/Dashboard.jsx,Save Household,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/CommunityHealthWorker/Dashboard.jsx,Save Maternal Record,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/CommunityHealthWorker/Dashboard.jsx,Save Vaccination,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/CommunityHealthWorker/Dashboard.jsx,Save Visit,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/CommunityHealthWorker/Dashboard.jsx,Submit Disease Report,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/Developer/AIExtractionHistory.jsx,"{ const reset = { action: ""AI_DOCUMENT_EXTRACTED"", hospital: """", limit: 100 }; setFilters(reset); setSearch(""""); load(reset); }} disabled={loading} > Reset",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/AIExtractionHistory.jsx,load(filters)} disabled={loading}> Apply Filters,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/AIExtractionHistory.jsx,Refresh,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"{runningSla ? ""Running SLA Scan..."" : ""Run Workflow SLA Scan""}",runSla,(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/admin/audit-logs"")}> Audit Logs",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/admin/realtime"")}> Integration Monitor",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/ai/extract"")}> NeuroEdge Extract",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/developer/decision-cockpit"")}> Decision Cockpit",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/developer/decision-cockpit"")}> Decision Cockpit",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/developer/provenance-verify"")}> Provenance Verify",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/developer/queue-replay"")}> Job Queue Replay",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/developer/queue-replay"")}> Queue Replay",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/developer/webhook-retry"")}> Webhook Retry",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/hospital-admin/approvals"")}> Workforce Approvals",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/super-admin/settings"")}> Feature Flags",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,"navigate(""/system-admin/clinical-intelligence"")}> Clinical Intelligence",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/Dashboard.jsx,Refresh Metrics,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/DecisionCockpit.jsx,Refresh,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/ProvenanceVerify.jsx,"{loading ? ""Verifying..."" : ""Verify Signature""}",verify,(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/ProvenanceVerify.jsx,Refresh Transfers,loadTransfers,(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/QueueReplay.jsx,{ await retryDlqItem(i.id); load(); }} > Replay,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/QueueReplay.jsx,openEditor(i)} > Edit,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/QueueReplay.jsx,Refresh,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/QueueReplay.jsx,savePayload(false)}> Save,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/QueueReplay.jsx,savePayload(true)}> Save & Replay,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/QueueReplay.jsx,setSelected(null)}> Cancel,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/WebhookRetry.jsx,{ await retryDlqItem(i.id); load(); }} > Retry Webhook,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Developer/WebhookRetry.jsx,Refresh,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/Appointments.jsx,Create,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/Doctor/Appointments.jsx,remove(it._id)}>Delete,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/Appointments.jsx,update(it._id)}>Complete,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/Dashboard.jsx,"navigate(""/doctor/leave"")}>Leave Requests",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/Dashboard.jsx,"navigate(""/doctor/medical-records"")}>Open Record",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/Dashboard.jsx,"navigate(""/doctor/opd"")}>Start Consultation",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/Dashboard.jsx,"navigate(""/doctor/opd"")}>Start Consultation",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/Dashboard.jsx,"navigate(""/doctor/patients"")}>Today’s Patients",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/Dashboard.jsx,"navigate(""/doctor/schedule"")}>Open Schedule",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/Dashboard.jsx,"navigate(""/notifications"")}> {n.title || ""Clinical Alert""}",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/Dashboard.jsx,"navigate(""/system-admin/clinical-intelligence"")}> Open Clinical Intelligence",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/DoctorModuleLayout.jsx,runAction(a)} > {a.label},(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/LabResults.jsx,"navigate(`/doctor/medical-records?encounterId=${encodeURIComponent(r.encounter || """")}`)} > Open",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/MyPatients.jsx,navigate(`/doctor/medical-records?patientId=${p._id}`)}>Open Record,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/MyPatients.jsx,navigate(`/doctor/prescriptions?patientId=${p._id}`)}>Prescribe,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/MyPatients.jsx,navigate(`/doctor/referrals?patientId=${p._id}`)}>Refer,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Doctor/MyPatients.jsx,navigate(`/doctor/reports-notes?patientId=${p._id}`)}>Add Note,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/ForgotPassword.jsx,"{loading ? ""Sending..."" : ""Send reset link""}",(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/GuestDashboard.jsx,"navigate(""/login"")}>Sign In",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/GuestDashboard.jsx,"navigate(""/register"")}>Book Appointment",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,"{previewLoading ? ""Previewing..."" : ""Preview Escalation Plan""}",runPreview,(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,"applyAutomationPreset(row.requestType, preset.key)} > {preset.name || preset.key}",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,applyPresetAll(preset.key)} > Apply {preset.name || preset.key} to all,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,clonePresetToForm(preset)} > Clone to Form,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,deactivateCustomPreset(preset.key)} > Deactivate,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,"doApprove(item.kind, item._id, isOverdue(item))} > Approve",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,"doReject(item.kind, item._id, isOverdue(item))} > Reject",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,"Jump to Next Breached {breachedRows.length ? `(${breachedRows.length})` : """"}",jumpToNextBreached,(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,loadAll({ append: false })} disabled={loading}> Refresh,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,"loadAll({ append: true })} > {loadingMore ? ""Loading..."" : ""Load more All""}",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,"loadMoreByKind(""LEAVE"")} > {loadingMoreKind === ""LEAVE"" ? ""Loading..."" : ""Load more Leave""}",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/HospitalAdmin/Approvals.jsx,"loadMoreByKind(""OVERTIME"")} > {loadingMoreKind === ""OVERTIME"" ? ""Loading..."" : ""Load more Overtime""}",(none),(manual),MANUAL_REVIEW,button
